,LEVEL,POSITION,EXPERIENCE,GENDER,COMPANY,WORK_TYPE,CITY,CURRENCY,SALARY_AVG_TL
2960,Senior,FRONT-END DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,14499
2961,Junior,QA / TEST AUTOMATION DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,12499
2962,Middle,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,8499
2963,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,11499
2964,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Yazılım & Teknoloji,Remote,yurt_ici,₺ - Türk Lirası,7499
2965,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,25499
2966,Junior,SOFTWARE ARCHITECT,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,10499
2967,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,17499
2968,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,18499
2969,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,17499
2970,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Kadın,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,6499
2971,Middle,DATA SCIENTIST,1 - 3 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,17499
2972,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Kadın,Outsource,Remote,yurt_ici,₺ - Türk Lirası,6499
2973,Senior,SOFTWARE DEVELOPMENT MANAGER,10 - 14 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,21499
2974,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,18499
2975,Senior,FRONT-END DEVELOPER,5 - 7 Yıl,Erkek,Startup,Remote,yurt_disi,£ - Sterlin,101508
2976,Senior,SOFTWARE ARCHITECT,15 Yıl ve üzeri,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,32499
2977,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,20499
2978,Middle,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,11499
2979,Senior,MOBILE APPLICATION DEVELOPER,10 - 14 Yıl,Erkek,DIGER,Hibrit,yurt_ici,₺ - Türk Lirası,55000
2980,Senior,SOFTWARE DEVELOPMENT MANAGER,10 - 14 Yıl,Erkek,Dijital / Reklam Ajansı,Hibrit,yurt_ici,₺ - Türk Lirası,20499
2981,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,6499
2982,Senior,SOFTWARE ARCHITECT,10 - 14 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,27499
2983,Junior,FRONT-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,7499
2984,Senior,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,14499
2985,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,6499
2986,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,5499
2987,Senior,TEAM / TECH LEAD,10 - 14 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,28499
2988,Senior,CTO,15 Yıl ve üzeri,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,30499
2989,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_ici,$ - Dolar,46565
2990,Junior,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,DIGER,Ofis,yurt_ici,₺ - Türk Lirası,7499
2991,Senior,SOFTWARE DEVELOPMENT MANAGER,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,5499
2992,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,9499
2993,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,17499
2994,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,20499
2995,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,10499
2996,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,27499
2997,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,12499
2998,Senior,BACK-END DEVELOPER,10 - 14 Yıl,Kadın,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,22499
2999,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,14499
3000,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,19499
3001,Senior,BACK-END DEVELOPER,10 - 14 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,27499
3002,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,16499
3003,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,16499
3004,Junior,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,12499
3005,Senior,DEVOPS ENGINEER,7 - 10 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,37499
3006,Senior,MOBILE APPLICATION DEVELOPER,3 - 5 Yıl,Erkek,Startup,Remote,yurt_disi,$ - Dolar,65195
3007,Senior,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,12499
3008,Middle,EMBEDDED SOFTWARE DEVELOPER,0 - 1 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,6499
3009,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,23499
3010,Junior,FRONT-END DEVELOPER,1 - 3 Yıl,Erkek,Dijital / Reklam Ajansı,Remote,yurt_ici,₺ - Türk Lirası,10499
3011,Middle,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Remote,yurt_ici,€ - Euro,48665
3012,Senior,CTO,10 - 14 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,24499
3013,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Kadın,Startup,Remote,yurt_ici,₺ - Türk Lirası,5499
3014,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Kadın,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,7499
3015,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,11499
3016,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,10499
3017,Senior,SOFTWARE DEVELOPMENT MANAGER,10 - 14 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,23499
3018,Senior,TEAM / TECH LEAD,7 - 10 Yıl,Erkek,Dijital / Reklam Ajansı,Remote,yurt_ici,₺ - Türk Lirası,20499
3019,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Outsource,Hibrit,yurt_ici,₺ - Türk Lirası,25499
3020,Senior,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,7499
3021,Senior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Dijital / Reklam Ajansı,Ofis,yurt_ici,₺ - Türk Lirası,6499
3022,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,5499
3023,Senior,SOFTWARE ARCHITECT,10 - 14 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,42499
3024,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,18499
3025,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,8499
3026,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,15499
3027,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Hibrit,yurt_ici,₺ - Türk Lirası,7499
3028,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,20499
3029,Middle,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,DIGER,Remote,yurt_ici,₺ - Türk Lirası,13499
3030,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,5499
3031,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,10499
3032,Senior,DEVOPS ENGINEER,10 - 14 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,16499
3033,Senior,TEAM / TECH LEAD,7 - 10 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,18499
3034,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,E-Ticaret,Geçici Remote,yurt_ici,₺ - Türk Lirası,21499
3035,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,12499
3036,Senior,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Startup,Geçici Remote,yurt_ici,₺ - Türk Lirası,17499
3037,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,5499
3038,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,8499
3039,Senior,TEAM / TECH LEAD,10 - 14 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,23499
3040,Senior,SOFTWARE DEVELOPMENT MANAGER,5 - 7 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,22499
3041,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Kadın,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,8499
3042,Middle,FULL STACK DEVELOPER,5 - 7 Yıl,Kadın,E-Ticaret,Hibrit,yurt_ici,₺ - Türk Lirası,13499
3043,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,31499
3044,Senior,FULL STACK DEVELOPER,15 Yıl ve üzeri,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,11499
3045,Middle,FRONT-END DEVELOPER,3 - 5 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,13499
3046,Senior,FRONT-END DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,45499
3047,Senior,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,19499
3048,Senior,FULL STACK DEVELOPER,15 Yıl ve üzeri,Erkek,Startup,Hibrit,yurt_disi,$ - Dolar,139715
3049,Senior,TEAM / TECH LEAD,7 - 10 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,19499
3050,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,9499
3051,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_disi,₺ - Türk Lirası,12499
3052,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Yazılım & Teknoloji,Ofis,yurt_ici,₺ - Türk Lirası,7499
3053,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,12499
3054,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,5499
3055,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,22499
3056,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,8499
3057,Middle,FULL STACK DEVELOPER,5 - 7 Yıl,Kadın,DIGER,Geçici Remote,yurt_ici,₺ - Türk Lirası,12499
3058,Senior,TEAM / TECH LEAD,10 - 14 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,55000
3059,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Kadın,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,12499
3060,Senior,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Remote,yurt_disi,€ - Euro,68135
3061,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Kadın,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,6499
3062,Senior,SOFTWARE ARCHITECT,10 - 14 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,23499
3063,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,20499
3064,Senior,EMBEDDED SOFTWARE DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,15499
3065,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Kadın,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,23499
3066,Middle,MOBILE APPLICATION DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,32499
3067,Senior,TEAM / TECH LEAD,15 Yıl ve üzeri,Erkek,Startup,Hibrit,yurt_disi,£ - Sterlin,236868
3068,Senior,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,16499
3069,Senior,DATA SCIENTIST,7 - 10 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,24499
3070,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,18499
3071,Senior,BACK-END DEVELOPER,10 - 14 Yıl,Kadın,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,15499
3072,Senior,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,19499
3073,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,5499
3074,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,18499
3075,Middle,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Dijital / Reklam Ajansı,Ofis,yurt_ici,₺ - Türk Lirası,7499
3076,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Kadın,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,15499
3077,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,23499
3078,Senior,DEVOPS ENGINEER,5 - 7 Yıl,Erkek,Startup,Geçici Remote,yurt_ici,₺ - Türk Lirası,32499
3079,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Kadın,Startup,Remote,yurt_disi,₺ - Türk Lirası,11499
3080,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Erkek,Dijital / Reklam Ajansı,Remote,yurt_ici,₺ - Türk Lirası,10499
3081,Senior,FRONT-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,8499
3082,Senior,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,19499
3083,Junior,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,8499
3084,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,14499
3085,Senior,FULL STACK DEVELOPER,15 Yıl ve üzeri,Kadın,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,8499
3086,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Kadın,Outsource,Geçici Remote,yurt_ici,₺ - Türk Lirası,13499
3087,Senior,FRONT-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,26499
3088,Middle,DATA SCIENTIST,3 - 5 Yıl,Erkek,Startup,Geçici Remote,yurt_ici,₺ - Türk Lirası,13499
3089,Middle,FRONT-END DEVELOPER,1 - 3 Yıl,Kadın,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,8499
3090,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,21499
3091,Middle,MOBILE APPLICATION DEVELOPER,3 - 5 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,15499
3092,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,8499
3093,Middle,MOBILE APPLICATION DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Hibrit,yurt_disi,€ - Euro,87605
3094,Senior,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,11499
3095,Senior,CTO,15 Yıl ve üzeri,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,40499
3096,Middle,FULL STACK DEVELOPER,5 - 7 Yıl,Kadın,Startup,Remote,yurt_ici,₺ - Türk Lirası,11499
3097,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,5499
3098,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,18499
3099,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_disi,₺ - Türk Lirası,5499
3100,Senior,FRONT-END DEVELOPER,10 - 14 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,30499
3101,Middle,BACK-END DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_disi,€ - Euro,87605
3102,Middle,DEVOPS ENGINEER,1 - 3 Yıl,Erkek,DIGER,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,11499
3103,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,15499
3104,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,17499
3105,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,17499
3106,Middle,EMBEDDED SOFTWARE DEVELOPER,1 - 3 Yıl,Erkek,Outsource,Ofis,yurt_ici,₺ - Türk Lirası,13499
3107,Middle,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,30499
3108,Middle,FRONT-END DEVELOPER,5 - 7 Yıl,Erkek,Startup,Remote,yurt_disi,$ - Dolar,65195
3109,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,13499
3110,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Kadın,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,9499
3111,Junior,FRONT-END DEVELOPER,0 - 1 Yıl,Erkek,E-Ticaret,Geçici Remote,yurt_ici,₺ - Türk Lirası,8499
3112,Senior,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Outsource,Remote,yurt_ici,₺ - Türk Lirası,15499
3113,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,14499
3114,Junior,SOFTWARE DEVELOPMENT MANAGER,7 - 10 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,55000
3115,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,€ - Euro,29195
3116,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,20499
3117,Senior,FULL STACK DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,15499
3118,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,6499
3119,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Startup,Ofis,yurt_ici,₺ - Türk Lirası,8499
3120,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,20499
3121,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Kadın,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,9499
3122,Senior,BACK-END DEVELOPER,5 - 7 Yıl,Erkek,Outsource,Remote,yurt_disi,$ - Dolar,27935
3123,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,9499
3124,Middle,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,10499
3125,Senior,FULL STACK DEVELOPER,15 Yıl ve üzeri,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,19499
3126,Junior,DATA SCIENTIST,0 - 1 Yıl,Erkek,Outsource,Remote,yurt_disi,₺ - Türk Lirası,12499
3127,Junior,MOBILE APPLICATION DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,10499
3128,Junior,OTHERS,15 Yıl ve üzeri,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,17499
3129,Senior,FULL STACK DEVELOPER,5 - 7 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,14499
3130,Middle,SOFTWARE DEVELOPMENT MANAGER,10 - 14 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,30499
3131,Middle,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,E-Ticaret,Ofis,yurt_ici,₺ - Türk Lirası,6499
3132,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,E-Ticaret,Remote,yurt_ici,₺ - Türk Lirası,16499
3133,Middle,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,13499
3134,Senior,FULL STACK DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,13499
3135,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Startup,Hibrit,yurt_ici,₺ - Türk Lirası,7499
3136,Senior,DATA SCIENTIST,1 - 3 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,9499
3137,Senior,MOBILE APPLICATION DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,17499
3138,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,10499
3139,Junior,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,10499
3140,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,11499
3141,Senior,FRONT-END DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,14499
3142,Senior,SOFTWARE DEVELOPMENT MANAGER,15 Yıl ve üzeri,Erkek,E-Ticaret,Hibrit,yurt_ici,₺ - Türk Lirası,55000
3143,Middle,FULL STACK DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Ofis,yurt_ici,₺ - Türk Lirası,8499
3144,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,6499
3145,Junior,BACK-END DEVELOPER,0 - 1 Yıl,Kadın,Kurumsal,Geçici Remote,yurt_ici,₺ - Türk Lirası,6499
3146,Senior,BACK-END DEVELOPER,10 - 14 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,21499
3147,Junior,FULL STACK DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,9499
3148,Middle,FRONT-END DEVELOPER,7 - 10 Yıl,Erkek,Startup,Remote,yurt_disi,$ - Dolar,102455
3149,Senior,SOFTWARE DEVELOPMENT MANAGER,10 - 14 Yıl,Erkek,Kurumsal,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,22499
3150,Middle,BACK-END DEVELOPER,1 - 3 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,14499
3151,Middle,FULL STACK DEVELOPER,3 - 5 Yıl,Erkek,Kurumsal,Hibrit,yurt_ici,₺ - Türk Lirası,8499
3152,Senior,FRONT-END DEVELOPER,5 - 7 Yıl,Kadın,DIGER,Geçici Hibrit,yurt_ici,₺ - Türk Lirası,27499
3153,Junior,MOBILE APPLICATION DEVELOPER,1 - 3 Yıl,Erkek,Startup,Remote,yurt_ici,₺ - Türk Lirası,7499
3154,Senior,BACK-END DEVELOPER,7 - 10 Yıl,Erkek,Kurumsal,Remote,yurt_ici,₺ - Türk Lirası,22499
