,LEVEL,POSITION,TECH_STACK,EXPERIENCE,GENDER,COMPANY,COMPANY_SIZE,WORK_TYPE,CITY,CURRENCY,SALARY_FOR_OTHER_CURRENCY,SALARY_FOR_TL_CURRENCY,MIN_TL,MAX_TL,CUR_MIN,CUR_MAX
2801,Senior,BACK-END DEVELOPER,"Java, Scala",7 - 10 Yıl,Erkek,Outsource,50 - 100 Kişi,Remote,Yurt Dışı,$ - Dolar,5.000 - 5.999,,93150.0,111761.37,5000.0,5999.0
2802,Junior,FULL STACK DEVELOPER,"Java, Python, C / C++, JavaScript | Html | Css",0 - 1 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
2803,Middle,BACK-END DEVELOPER,Go,3 - 5 Yıl,Erkek,Startup,25 - 50 Kişi,Remote,Ankara,€ - Euro,1.000 - 1.999,,19470.0,38920.53,1000.0,1999.0
2804,Junior,FRONT-END DEVELOPER,React,0 - 1 Yıl,Erkek,Kurumsal,250+,Hibrit,Ankara,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
2805,Middle,BACK-END DEVELOPER,Php,7 - 10 Yıl,Erkek,Kurumsal,10 - 25 Kişi,Ofis,İzmir,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
2806,Middle,MOBILE APPLICATION DEVELOPER,"Java, React Native",1 - 3 Yıl,Erkek,Startup,1 - 10 Kişi,Ofis,Malatya,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
2807,Senior,TEAM / TECH LEAD,.Net,10 - 14 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
2808,Senior,SOFTWARE ARCHITECT,.Net,5 - 7 Yıl,Erkek,Outsource,50 - 100 Kişi,Remote,İstanbul,$ - Dolar,3.000 - 3.999,,55890.0,74501.37,3000.0,3999.0
2809,Middle,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, Flutter",5 - 7 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
2810,Middle,MOBILE APPLICATION DEVELOPER,"Java, Kotlin",3 - 5 Yıl,Erkek,Outsource,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
2811,Junior,FULL STACK DEVELOPER,JavaScript | Html | Css,1 - 3 Yıl,Kadın,Kurumsal,1 - 10 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
2812,Senior,FRONT-END DEVELOPER,JavaScript | Html | Css,7 - 10 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
2813,Junior,FRONT-END DEVELOPER,React,0 - 1 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
2814,Senior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css",10 - 14 Yıl,Kadın,Kurumsal,250+,Ofis,Ankara,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
2815,Senior,BACK-END DEVELOPER,Node.js,10 - 14 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,22.000 TL - 22.999 TL,22000.0,22999.0,0.0,0.0
2816,Senior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, React",10 - 14 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,Ankara,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
2817,Junior,MOBILE APPLICATION DEVELOPER,Swift / Objective C,1 - 3 Yıl,Erkek,Dijital / Reklam Ajansı,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
2818,Junior,BACK-END DEVELOPER,Java,1 - 3 Yıl,Kadın,Outsource,100 - 250 Kişi,Geçici Remote,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
2819,Middle,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, React, Vue, React Native",1 - 3 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
2820,Senior,MOBILE APPLICATION DEVELOPER,"Java, Kotlin",5 - 7 Yıl,Erkek,Outsource,250+,Remote,İstanbul,₺ - Türk Lirası,,22.000 TL - 22.999 TL,22000.0,22999.0,0.0,0.0
2821,Senior,BACK-END DEVELOPER,Java,7 - 10 Yıl,Erkek,Kurumsal,250+,Remote,Ankara,₺ - Türk Lirası,,50.000 TL ve üzeri,50000.0,60000.0,0.0,0.0
2822,Senior,DEVOPS ENGINEER,Python,5 - 7 Yıl,Erkek,Startup,50 - 100 Kişi,Hibrit,İstanbul,$ - Dolar,3.000 - 3.999,,55890.0,74501.37,3000.0,3999.0
2823,Senior,SOFTWARE DEVELOPMENT MANAGER,".Net, Vue, React Native",15 Yıl ve üzeri,Erkek,Startup,25 - 50 Kişi,Remote,İstanbul,$ - Dolar,6.000 - 6.999,,111780.0,130391.37,6000.0,6999.0
2824,Middle,BACK-END DEVELOPER,"Php, JavaScript | Html | Css",5 - 7 Yıl,Erkek,Startup,10 - 25 Kişi,Ofis,Samsun,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
2825,Senior,SOFTWARE DEVELOPMENT MANAGER,".Net, JavaScript | Html | Css, React, React Native",10 - 14 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,19.000 TL - 19.999 TL,19000.0,19999.0,0.0,0.0
2826,Middle,FRONT-END DEVELOPER,"React, Flutter, React Native",3 - 5 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
2827,Senior,TEAM / TECH LEAD,".Net, Php, JavaScript | Html | Css",5 - 7 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Hibrit,İzmir,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
2828,Junior,FULL STACK DEVELOPER,.Net,0 - 1 Yıl,Kadın,E-Ticaret,10 - 25 Kişi,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
2829,Junior,MOBILE APPLICATION DEVELOPER,Swift / Objective C,1 - 3 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,11.000 TL - 11.999 TL,11000.0,11999.0,0.0,0.0
2830,Middle,BACK-END DEVELOPER,Java,3 - 5 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
2831,Senior,OTHERS,Python,10 - 14 Yıl,Erkek,Kurumsal,250+,Geçici Remote,Yurt Dışı,₺ - Türk Lirası,,50.000 TL ve üzeri,50000.0,60000.0,0.0,0.0
2832,Senior,FRONT-END DEVELOPER,".Net, React",10 - 14 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,19.000 TL - 19.999 TL,19000.0,19999.0,0.0,0.0
2833,Senior,SOFTWARE ARCHITECT,".Net, React",10 - 14 Yıl,Erkek,Kurumsal,250+,Hibrit,Yurt Dışı,€ - Euro,6.000 - 6.999,,116820.0,136270.53,6000.0,6999.0
2834,Senior,GAME DEVELOPER,"C / C++, Unreal",7 - 10 Yıl,Erkek,Startup,1 - 10 Kişi,Hibrit,İzmir,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
2835,Senior,FULL STACK DEVELOPER,".Net, C / C++",15 Yıl ve üzeri,Erkek,Outsource,1 - 10 Kişi,Ofis,Ankara,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
2836,Junior,BACK-END DEVELOPER,Java,1 - 3 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
2837,Middle,BACK-END DEVELOPER,".Net, JavaScript | Html | Css",7 - 10 Yıl,Erkek,Kurumsal,1 - 10 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
2838,Senior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, React",7 - 10 Yıl,Kadın,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,22.000 TL - 22.999 TL,22000.0,22999.0,0.0,0.0
2839,Junior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React, Vue",0 - 1 Yıl,Erkek,Dijital / Reklam Ajansı,1 - 10 Kişi,Remote,İstanbul,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
2840,Middle,FULL STACK DEVELOPER,".Net, Angular",5 - 7 Yıl,Kadın,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
2841,Senior,TEAM / TECH LEAD,Python,7 - 10 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,$ - Dolar,3.000 - 3.999,,55890.0,74501.37,3000.0,3999.0
2842,Senior,FULL STACK DEVELOPER,.Net,7 - 10 Yıl,Erkek,Outsource,50 - 100 Kişi,Ofis,Ankara,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
2843,Senior,FULL STACK DEVELOPER,"Java, .Net, Php, Python, Angular",5 - 7 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
2844,Senior,TEAM / TECH LEAD,C / C++,15 Yıl ve üzeri,Erkek,Startup,50 - 100 Kişi,Hibrit,Ankara,₺ - Türk Lirası,,45.000 TL - 45.999 TL,45000.0,45999.0,0.0,0.0
2845,Junior,FRONT-END DEVELOPER,"JavaScript | Html | Css, Vue",1 - 3 Yıl,Erkek,Dijital / Reklam Ajansı,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
2846,Junior,BACK-END DEVELOPER,Scala,1 - 3 Yıl,Erkek,E-Ticaret,50 - 100 Kişi,Remote,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
2847,Senior,FULL STACK DEVELOPER,".Net, delphi",10 - 14 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Ofis,antalya,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
2848,Middle,OTHERS,"Java, Python, C / C++, JavaScript | Html | Css",1 - 3 Yıl,Erkek,Kurumsal,25 - 50 Kişi,Ofis,İzmir,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
2849,Senior,FULL STACK DEVELOPER,"Java, Php, JavaScript | Html | Css",10 - 14 Yıl,Erkek,Kurumsal,1 - 10 Kişi,Remote,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
2850,Senior,SOFTWARE ARCHITECT,".Net, JavaScript | Html | Css",7 - 10 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
2851,Middle,FRONT-END DEVELOPER,JavaScript | Html | Css,3 - 5 Yıl,Kadın,Startup,250+,Remote,İstanbul,₺ - Türk Lirası,,8.000 TL - 8.999 TL,8000.0,8999.0,0.0,0.0
2852,Middle,SOFTWARE DEVELOPMENT MANAGER,"Java, JavaScript | Html | Css, React, Scala",15 Yıl ve üzeri,Erkek,E-Ticaret,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,38.000 TL - 38.999 TL,38000.0,38999.0,0.0,0.0
2853,Senior,TEAM / TECH LEAD,"Ruby, React",7 - 10 Yıl,Erkek,Startup,1 - 10 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
2854,Senior,BACK-END DEVELOPER,.Net,7 - 10 Yıl,Kadın,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,16.000 TL - 16.999 TL,16000.0,16999.0,0.0,0.0
2855,Senior,DATA SCIENTIST,"Python, SQL",3 - 5 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,35.000 TL - 35.999 TL,35000.0,35999.0,0.0,0.0
2856,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, Vue",1 - 3 Yıl,Erkek,DIGER,1 - 10 Kişi,Remote,İstanbul,$ - Dolar,4.000 - 4.999,,74520.0,93131.37,4000.0,4999.0
2857,Junior,BACK-END DEVELOPER,Python,0 - 1 Yıl,Erkek,Startup,10 - 25 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
2858,Middle,BACK-END DEVELOPER,.Net,3 - 5 Yıl,Erkek,Outsource,50 - 100 Kişi,Remote,İstanbul,₺ - Türk Lirası,,11.000 TL - 11.999 TL,11000.0,11999.0,0.0,0.0
2859,Junior,FULL STACK DEVELOPER,"Java, .Net, JavaScript | Html | Css, Angular",0 - 1 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Geçici Hibrit,Kocaeli,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
2860,Middle,FRONT-END DEVELOPER,React Native,1 - 3 Yıl,Kadın,Startup,100 - 250 Kişi,Remote,İstanbul,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
2861,Senior,TEAM / TECH LEAD,"Java, Scala",15 Yıl ve üzeri,Erkek,E-Ticaret,50 - 100 Kişi,Geçici Remote,İstanbul,₺ - Türk Lirası,,31.000 TL - 31.999 TL,31000.0,31999.0,0.0,0.0
2862,Senior,FULL STACK DEVELOPER,".Net, Php, JavaScript | Html | Css",15 Yıl ve üzeri,Erkek,Kurumsal,1 - 10 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
2863,Senior,FULL STACK DEVELOPER,"Java, .Net, Angular",5 - 7 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,23.000 TL - 23.999 TL,23000.0,23999.0,0.0,0.0
2864,Senior,FULL STACK DEVELOPER,.Net,5 - 7 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
2865,Senior,DATA SCIENTIST,Python,15 Yıl ve üzeri,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
2866,Senior,FRONT-END DEVELOPER,"JavaScript | Html | Css, Vue",5 - 7 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,22.000 TL - 22.999 TL,22000.0,22999.0,0.0,0.0
2867,Senior,DATABASE ADMIN,".Net, Delphi",15 Yıl ve üzeri,Erkek,Kurumsal,250+,Ofis,Ankara,₺ - Türk Lirası,,19.000 TL - 19.999 TL,19000.0,19999.0,0.0,0.0
2868,Senior,BACK-END DEVELOPER,.Net,7 - 10 Yıl,Erkek,DIGER,250+,Hibrit,Ankara,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
2869,Junior,FULL STACK DEVELOPER,"JavaScript | Html | Css, abap",1 - 3 Yıl,Erkek,Kurumsal,250+,Geçici Remote,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
2870,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, React, Vue",3 - 5 Yıl,Erkek,Kurumsal,250+,Hibrit,Ankara,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
2871,Senior,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css",10 - 14 Yıl,Erkek,Outsource,25 - 50 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,24.000 TL - 24.999 TL,24000.0,24999.0,0.0,0.0
2872,Junior,MOBILE APPLICATION DEVELOPER,"Java, Flutter",1 - 3 Yıl,Kadın,Kurumsal,25 - 50 Kişi,Ofis,İzmir,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
2873,Senior,QA / TEST AUTOMATION DEVELOPER,.Net,7 - 10 Yıl,Erkek,Kurumsal,250+,Hibrit,İzmir,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
2874,Senior,SOFTWARE DEVELOPMENT MANAGER,"C / C++, PLSQL",15 Yıl ve üzeri,Erkek,Yazılım & Teknoloji,100 - 250 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,24.000 TL - 24.999 TL,24000.0,24999.0,0.0,0.0
2875,Middle,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css",1 - 3 Yıl,Kadın,E-Ticaret,1 - 10 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
2876,Middle,FULL STACK DEVELOPER,"Java, .Net, JavaScript | Html | Css",1 - 3 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,13.000 TL - 13.999 TL,13000.0,13999.0,0.0,0.0
2877,Senior,FRONT-END DEVELOPER,"JavaScript | Html | Css, React, React Native",5 - 7 Yıl,Erkek,E-Ticaret,50 - 100 Kişi,Remote,İstanbul,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
2878,Junior,QA / TEST AUTOMATION DEVELOPER,.Net,0 - 1 Yıl,Erkek,E-Ticaret,250+,Remote,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
2879,Senior,FULL STACK DEVELOPER,JavaScript | Html | Css,5 - 7 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Remote,İzmir,₺ - Türk Lirası,,36.000 TL - 36.999 TL,36000.0,36999.0,0.0,0.0
2880,Senior,BACK-END DEVELOPER,Php,15 Yıl ve üzeri,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
2881,Middle,FULL STACK DEVELOPER,"Java, Python, JavaScript | Html | Css, React",3 - 5 Yıl,Erkek,Startup,25 - 50 Kişi,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
2882,Middle,BACK-END DEVELOPER,"Php, Python, JavaScript | Html | Css",5 - 7 Yıl,Erkek,Kurumsal,10 - 25 Kişi,Ofis,İzmir,€ - Euro,1.000 - 1.999,,19470.0,38920.53,1000.0,1999.0
2883,Middle,MOBILE APPLICATION DEVELOPER,"Java, Kotlin",3 - 5 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,19.000 TL - 19.999 TL,19000.0,19999.0,0.0,0.0
2884,Senior,BACK-END DEVELOPER,"Php, C / C++, JavaScript | Html | Css, Angular",10 - 14 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
2885,Middle,FRONT-END DEVELOPER,"JavaScript | Html | Css, React, React Native",1 - 3 Yıl,Erkek,Kurumsal,50 - 100 Kişi,Ofis,Ankara,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
2886,Junior,BACK-END DEVELOPER,.Net,0 - 1 Yıl,Erkek,Dijital / Reklam Ajansı,25 - 50 Kişi,Remote,İstanbul,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
2887,Middle,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, React",3 - 5 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
2888,Junior,BACK-END DEVELOPER,Java,1 - 3 Yıl,Erkek,E-Ticaret,250+,Ofis,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
2889,Middle,FULL STACK DEVELOPER,"Python, Vue, Node",1 - 3 Yıl,Erkek,Startup,1 - 10 Kişi,Remote,Londra,£ - Sterlin,2.000 - 2.999,,45120.0,67657.44,2000.0,2999.0
2890,Junior,FULL STACK DEVELOPER,Ruby,0 - 1 Yıl,Erkek,Kurumsal,1 - 10 Kişi,Ofis,İstanbul,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
2891,Middle,MOBILE APPLICATION DEVELOPER,"Java, Kotlin, Flutter",1 - 3 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Ofis,Ankara,₺ - Türk Lirası,,9.000 TL - 9.999 TL,9000.0,9999.0,0.0,0.0
2892,Senior,FULL STACK DEVELOPER,"Java, .Net",10 - 14 Yıl,Erkek,Outsource,10 - 25 Kişi,Geçici Remote,Bursa,₺ - Türk Lirası,,22.000 TL - 22.999 TL,22000.0,22999.0,0.0,0.0
2893,Senior,BACK-END DEVELOPER,.Net,10 - 14 Yıl,Erkek,Kurumsal,250+,Remote,İzmir,₺ - Türk Lirası,,45.000 TL - 45.999 TL,45000.0,45999.0,0.0,0.0
2894,Senior,FULL STACK DEVELOPER,"Php, JavaScript | Html | Css",15 Yıl ve üzeri,Erkek,Kurumsal,25 - 50 Kişi,Geçici Remote,İstanbul,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
2895,Senior,BACK-END DEVELOPER,Php,15 Yıl ve üzeri,Erkek,Kurumsal,50 - 100 Kişi,Geçici Remote,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
2896,Senior,BACK-END DEVELOPER,.Net,3 - 5 Yıl,Erkek,Kurumsal,250+,Hibrit,Tekirdağ,₺ - Türk Lirası,,20.000 TL - 20.999 TL,20000.0,20999.0,0.0,0.0
2897,Senior,TEAM / TECH LEAD,.Net,15 Yıl ve üzeri,Erkek,Startup,25 - 50 Kişi,Ofis,İzmir,₺ - Türk Lirası,,15.000 TL - 15.999 TL,15000.0,15999.0,0.0,0.0
2898,Senior,TEAM / TECH LEAD,"Java, .Net",15 Yıl ve üzeri,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,45.000 TL - 45.999 TL,45000.0,45999.0,0.0,0.0
2899,Senior,FRONT-END DEVELOPER,"JavaScript | Html | Css, Stencil",5 - 7 Yıl,Erkek,Outsource,50 - 100 Kişi,Hibrit,Yurt Dışı,$ - Dolar,2.000 - 2.999,,37260.0,55871.369999999995,2000.0,2999.0
2900,Senior,FULL STACK DEVELOPER,.Net,10 - 14 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
2901,Senior,FULL STACK DEVELOPER,Java,10 - 14 Yıl,Erkek,Kurumsal,250+,Hibrit,Ankara,₺ - Türk Lirası,,21.000 TL - 21.999 TL,21000.0,21999.0,0.0,0.0
2902,Junior,BACK-END DEVELOPER,Java,0 - 1 Yıl,Erkek,Kurumsal,250+,Remote,İstanbul,₺ - Türk Lirası,,5.000 TL - 5.999 TL,5000.0,5999.0,0.0,0.0
2903,Senior,SOFTWARE DEVELOPMENT MANAGER,Java,7 - 10 Yıl,Erkek,DIGER,100 - 250 Kişi,Geçici Hibrit,İstanbul,₺ - Türk Lirası,,24.000 TL - 24.999 TL,24000.0,24999.0,0.0,0.0
2904,Senior,BACK-END DEVELOPER,.Net,15 Yıl ve üzeri,Erkek,Kurumsal,50 - 100 Kişi,Geçici Remote,İzmir,₺ - Türk Lirası,,25.000 TL - 25.999 TL,25000.0,25999.0,0.0,0.0
2905,Senior,FULL STACK DEVELOPER,"Java, React",7 - 10 Yıl,Erkek,Kurumsal,250+,Remote,Ankara,₺ - Türk Lirası,,17.000 TL - 17.999 TL,17000.0,17999.0,0.0,0.0
2906,Junior,FULL STACK DEVELOPER,.Net,1 - 3 Yıl,Erkek,Kurumsal,25 - 50 Kişi,Hibrit,İstanbul,₺ - Türk Lirası,,7.000 TL - 7.999 TL,7000.0,7999.0,0.0,0.0
2907,Junior,BACK-END DEVELOPER,Java,1 - 3 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
2908,Middle,FULL STACK DEVELOPER,".Net, JavaScript | Html | Css, Angular",1 - 3 Yıl,Erkek,Kurumsal,100 - 250 Kişi,Hibrit,Ankara,₺ - Türk Lirası,,10.000 TL - 10.999 TL,10000.0,10999.0,0.0,0.0
2909,Senior,FULL STACK DEVELOPER,"Php, Flutter",5 - 7 Yıl,Erkek,Startup,250+,Hibrit,İstanbul,₺ - Türk Lirası,,12.000 TL - 12.999 TL,12000.0,12999.0,0.0,0.0
2910,Senior,BACK-END DEVELOPER,Java,7 - 10 Yıl,Erkek,Kurumsal,250+,Hibrit,İstanbul,₺ - Türk Lirası,,24.000 TL - 24.999 TL,24000.0,24999.0,0.0,0.0
2911,Junior,BACK-END DEVELOPER,"Java, Php, Python, JavaScript | Html | Css",1 - 3 Yıl,Kadın,Dijital / Reklam Ajansı,1 - 10 Kişi,Hibrit,İstanbul,$ - Dolar,10.000 ve üzeri,,186300.0,204911.37,10000.0,10999.0
2912,Middle,MOBILE APPLICATION DEVELOPER,Kotlin,1 - 3 Yıl,Erkek,Outsource,250+,Remote,İstanbul,₺ - Türk Lirası,,14.000 TL - 14.999 TL,14000.0,14999.0,0.0,0.0
2913,Senior,BACK-END DEVELOPER,Php,5 - 7 Yıl,Erkek,Startup,25 - 50 Kişi,Remote,Yurt Dışı,$ - Dolar,2.000 - 2.999,,37260.0,55871.369999999995,2000.0,2999.0
2914,Junior,BACK-END DEVELOPER,.Net,1 - 3 Yıl,Erkek,Kurumsal,1 - 10 Kişi,Hibrit,Bursa,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
2915,Senior,TEAM / TECH LEAD,.Net,5 - 7 Yıl,Erkek,Startup,10 - 25 Kişi,Remote,İstanbul,₺ - Türk Lirası,,18.000 TL - 18.999 TL,18000.0,18999.0,0.0,0.0
2916,Junior,MOBILE APPLICATION DEVELOPER,Kotlin,0 - 1 Yıl,Erkek,Dijital / Reklam Ajansı,250+,Remote,İstanbul,₺ - Türk Lirası,,6.000 TL - 6.999 TL,6000.0,6999.0,0.0,0.0
